Mean of the integrated profile,Standard deviation of the integrated profile,Excess kurtosis of the integrated profile,Skewness of the integrated profile,Mean of the DM-SNR curve,Standard deviation of the DM-SNR curve,Excess kurtosis of the DM-SNR curve,Skewness of the DM-SNR curve,"Class label (0 = negative, 1 = positive)"
162.4609375,39.11719218,-0.534394388,1.593042868,8.893812709,36.7424544,4.395665974,18.76683741,0
81.2109375,38.38042558,0.64306569,2.272564267,2.29180602,16.9133924,9.629595165,105.8211931,0
118.9921875,49.49786866,0.126104943,-0.134870674,1.386287625,12.74123527,11.69773917,170.6308375,0
118.625,44.44730026,0.028430124,0.107515456,3.551003344,21.94893528,7.359988103,58.44123315,0
120.296875,54.72721549,0.301236667,-0.456309875,21.50585284,63.01505473,2.771419055,6.015646074,0
89.984375,51.25304631,0.461996064,0.037572121,24.5041806,58.82216964,2.307420808,4.000527262,0
9.234375,30.8046984,6.374391895,41.45140851,114.7934783,49.01487718,0.741781287,1.102280904,1
124.734375,47.83949146,-0.056718061,0.083811125,4.907190635,29.2907621,6.334432615,40.57575061,0
128.1171875,52.03073327,-0.090272616,-0.30092625,2.275919732,18.84239657,9.94510875,106.8956284,0
41.8828125,30.85186914,4.354406774,24.08536794,14.19899666,41.9806716,3.295862343,10.92050312,1
120.0234375,50.20325326,0.187485378,-0.034092971,6.089464883,26.70245794,4.700389151,23.49800838,0
84.1328125,74.45755619,0.694280229,-0.96507662,98.49665552,50.69854004,1.170048352,0.858231831,0
59.203125,66.46067439,1.507330554,1.232719234,104.5944816,75.20402752,0.517452559,-1.190765047,0
94.78125,40.83770039,0.667646326,1.629132225,2.795150502,15.2961515,8.152504189,88.52777451,0
32.9453125,28.91509894,5.367896009,36.06979279,25.26337793,60.78216516,2.378192442,4.444621198,1
7.84375,33.32567458,5.932129649,35.95996558,87.61371237,59.29353836,0.950108382,0.276732612,1
26.9375,32.13199097,4.92841228,27.05705636,47.20986622,63.08305511,1.480079094,1.386698337,1
37.6015625,43.59406852,3.207215591,10.73454239,49.27173913,70.17710923,1.214005526,0.316266658,1
142.859375,41.69827154,0.121261291,0.80797791,18.23327759,53.14987891,2.735598095,5.922627171,0
74.4921875,36.70830885,1.115460054,3.40705721,0.45819398,9.046189062,23.07772417,581.6187764,0
143.921875,47.73537233,-0.087784195,0.027585024,12.6312709,45.27761256,3.661144483,12.2297155,0
106.8203125,46.13574292,0.23933644,0.122859104,1.852842809,15.22814516,10.73801442,133.4755333,0
96.5078125,53.98871353,0.486351002,-0.419461005,5.286789298,26.04370894,5.642359123,34.46885871,0
114.4765625,59.50419692,0.329830524,-0.496887464,18.73076923,54.45721302,2.76891555,6.203985902,0
124.3984375,48.98857326,-0.049364179,-0.203073317,1.911371237,14.39245103,11.24634731,153.5358228,0
113.5078125,43.5132875,0.084470213,0.319529919,0.757525084,12.13220383,17.95254552,336.5721785,0
91.2265625,55.54210324,0.968755097,0.771035522,35.8235786,69.81180971,1.833787993,2.043154924,1
112.59375,51.33642674,0.140469238,-0.160449769,1.147993311,12.81782586,13.61970949,212.5108617,0
49.6484375,35.18002581,2.989773372,12.14572219,6.816053512,31.83774095,5.340635791,29.9632072,1
97.609375,39.6009853,0.305397281,1.403402411,5.632943144,29.99194237,5.738389093,33.66772366,0
120.2421875,44.68688742,0.22270217,0.428332244,2.106187291,14.13739066,10.50046022,142.2492322,0
32.515625,44.10356852,3.404557638,11.82359006,27.54180602,52.59607318,2.263988245,4.531248679,1
70.2421875,62.11591308,1.467380578,1.379962883,80.69816054,75.42230069,0.516624722,-0.891577062,1
42.5546875,31.18037459,4.417519042,25.65261075,17.7173913,48.29203662,3.136579598,9.663884391,1
32.1328125,63.60171125,2.191145781,3.424513625,77.74498328,66.68108608,0.942460671,-0.058914231,1
25.4453125,31.24995215,5.365693006,31.54724723,50.27759197,65.14055962,1.376166315,1.163678808,1
92.7109375,50.13141361,1.128727696,1.43453526,11.52090301,39.2643949,3.568839975,12.3431203,1
118.2734375,48.40708155,0.092435961,-0.219663035,10.65384615,42.51179939,3.949619699,14.35507561,0
108.6640625,45.51669978,0.213574578,0.397346527,1.658862876,16.31219295,10.94966318,130.2573427,0
132.390625,43.8322859,-0.116145289,0.394510994,4.897157191,23.77733158,5.786105893,37.05084971,0
63.2421875,43.55021277,1.787203566,5.171780751,3.669732441,22.39050922,7.336994608,59.84396716,1
80.109375,42.64538266,1.615938765,3.838795067,34.99247492,70.96222871,1.825811098,1.856704432,1
134.8515625,49.93137319,-0.075252905,-0.284117289,2.454849498,14.78164826,9.209451947,110.532596,0
121.5625,48.56949757,-0.033390986,-0.323513974,2.595317726,15.08992371,8.734079358,98.58412197,0
136.4453125,42.43797102,-0.28561084,0.399868089,4.418060201,22.57816171,6.294189653,45.0353434,0
136.015625,45.98029204,-0.028632893,0.241131874,1.193979933,11.79198883,13.96578214,239.6587619,0
123.8671875,45.79068735,0.413123297,0.747510715,1.887123746,15.66811307,10.03499492,116.8897655,0
61.0703125,52.7226208,1.908949655,3.442102757,16.66555184,50.41876659,3.078327672,8.30819942,0
65.5390625,33.70758964,2.10205517,9.023274646,6.836120401,34.04799239,5.25579593,27.14459466,1
69.203125,52.62802239,1.751245798,2.749050248,37.23662207,69.41082701,1.658738447,1.334146201,1
137.703125,41.04368088,0.217736387,0.732258087,2.392140468,20.37879345,9.385351706,91.81792529,0
101.2890625,39.74727828,0.668382061,1.695142493,2.071070234,16.33647454,9.321298743,99.14919639,0
130.171875,53.4092556,0.090276517,-0.389750559,1.10367893,11.53912727,14.17907221,246.5275702,0
114.875,54.66188686,0.154669641,-0.308388776,12.14130435,39.20560587,3.34733604,10.97757384,0
38.984375,32.87238211,4.325521261,22.71500718,19.15384615,47.67966981,2.98125434,8.742633981,1
109.875,38.05608526,0.235300247,1.572725618,1.067725753,14.00034383,15.21866937,247.2819688,0
136.6171875,44.2867293,0.120976311,-0.095817466,3.306020067,21.81424308,7.619408353,63.38810252,0
124.5,39.64372586,0.135329074,0.772133394,1.591137124,16.37772842,12.49352601,168.5553232,0
115.4921875,52.30006514,0.145491041,-0.528232978,4.600334448,26.62747719,6.328228476,41.36983811,0
116.9609375,73.15399023,0.316964184,-1.166485245,201.5342809,47.26225129,-1.704448766,2.788870639,0
138.265625,39.37827057,0.020583574,0.95399747,3.218227425,18.46265422,7.003205595,57.51525252,0
64.453125,46.45290952,2.723048039,7.110333502,97.77090301,64.29911048,1.093908067,-0.047664164,1
21.8515625,32.90328865,5.435666216,31.2568822,103.2550167,79.73912954,0.102797576,-1.108933123,1
121.1796875,56.9842952,-0.294280563,-0.931708694,134.6555184,80.6703938,-0.249276619,-1.159048584,0
128.8984375,48.99136401,0.487051159,0.199012202,2.363712375,15.31685371,8.547508471,92.18806229,0
55.5,33.19097204,2.799066268,13.09123069,30.22742475,70.48327051,2.201154709,3.303330529,1
111.2421875,41.00604873,0.494086143,0.715079964,1.701505017,13.96946136,11.38859337,154.5200814,0
70.8828125,41.35547521,1.667338589,4.096050525,3.737458194,24.97697203,7.24159125,54.59931547,1
105.84375,44.11374458,0.340814611,0.269248569,1.299331104,13.31672445,12.56537792,183.4936315,0
118.28125,53.4947336,0.296923941,-0.265318992,4.611204013,27.08580151,6.64578815,45.99560362,0
115.1328125,47.01568407,0.085662803,-0.346245658,1.796822742,13.84232845,11.40680276,160.979493,0
60.90625,31.41343201,2.416911299,12.23893195,18.09531773,49.19678537,3.038336624,8.807048962,1
35.265625,30.4054591,5.778470134,38.40016863,109.9782609,81.27119963,0.019015878,-1.124362269,1
97.5546875,45.23839779,0.47752769,0.332538273,2.994147157,23.7327117,8.495694145,74.62646573,0
139.984375,49.51830223,-0.200709268,-0.040071129,2.852006689,16.88285443,8.334169097,84.25156113,0
136.8359375,50.3819439,-0.221071304,-0.166757298,1.941471572,13.53929939,11.34056148,158.5806904,0
151.40625,48.63181789,-0.537901089,0.175122596,55.56187291,83.63161988,1.032465497,-0.649092355,0
114.2265625,53.79187538,0.08847532,-0.689064329,27.49414716,57.68537777,2.489668739,5.575296184,0
8.2265625,30.90489819,7.627580248,57.07049316,149.777592,65.43616742,-0.331612418,-0.497152087,1
132.53125,57.15001333,0.124250262,-0.520452982,1.121237458,11.69903451,13.56204175,226.9449773,0
102.4921875,40.77338211,0.265129304,1.544106283,8.073578595,37.02852472,4.680448994,21.15970828,0
75.171875,42.48641499,1.80484713,3.566891849,31.56020067,64.44251973,1.89372216,2.244264134,1
117.09375,43.42224327,0.136593908,0.318830585,3.760869565,20.56850063,7.806258482,72.06064092,0
101.5625,49.67594205,0.339258976,0.144140163,8.04180602,36.01674069,4.655422465,21.21870545,0
106.2109375,43.34809186,0.143768518,0.283565448,2.528428094,15.0224479,8.752411584,99.8770457,0
140.34375,42.87216417,0.047947517,0.763943768,0.638795987,9.774889331,19.6746905,444.4817933,0
136.25,43.57948915,-0.016918254,0.153170516,4.16638796,24.81991811,6.715070455,47.79999979,0
92.21875,33.67165386,0.722760485,3.488396068,2.419732441,20.53374933,9.576485143,97.33841449,0
6.5,31.52305704,7.124226849,50.96172018,139.4197324,79.1985529,-0.056566566,-1.405542127,1
132.5625,56.8300303,0.057380935,-0.533460218,19.91471572,59.07600471,2.789481037,6.133216289,0
110.0703125,50.359052,0.178870706,-0.073289864,1.653846154,15.19633747,11.41016172,144.7708051,0
112.21875,49.33383371,0.301708656,0.355202341,0.616220736,10.0817248,19.72899271,429.5486887,0
107.3359375,52.68513152,0.359083335,-0.319198584,3.705685619,25.3184798,7.289637456,54.65723118,0
127.6171875,51.59444027,0.045499232,-0.215928198,1.813545151,14.96895954,11.79379975,162.7227025,0
148.1484375,44.69498886,-0.226420919,0.160191861,3.648829431,25.93445089,7.476385122,56.5866248,0
22.046875,31.09633705,5.388688281,31.45966732,105.9832776,74.74201821,0.676139895,-0.831068872,1
96.078125,47.47394176,0.42675654,0.194756563,1.489966555,13.82090655,11.86968234,166.9802896,0
16.0546875,37.73329692,4.970412333,24.33292136,110.5510033,58.82409502,0.5260487,-0.127439908,1
145.7265625,43.28912877,-0.027376316,0.277704382,2.811036789,18.15207255,8.405952401,80.91351871,0
139.546875,52.01515094,-0.346319759,0.09526859,2.969063545,17.99070401,8.062283451,76.15582754,0
107.1953125,36.3481556,0.654533512,2.941114165,1.051003344,11.4011635,14.54451175,258.2200493,0
89.4453125,44.00546994,0.397816919,0.590102639,2.329431438,17.31674726,9.15444972,95.59085055,0
85.1484375,42.02865277,0.732550922,1.898226443,2.908026756,22.01508078,8.576579814,77.55533455,0
127.4375,49.74163717,-0.05985161,-0.191468893,5.005016722,25.42876419,5.923090271,38.94662068,0
122.640625,43.47893426,0.242220178,0.26846603,1.821070234,11.74932251,11.89498918,201.8620848,0
104.0703125,47.0133265,0.566112129,0.291526525,1.954849498,13.72683704,10.40096114,138.9478318,0
113.5625,47.41880396,0.168826967,-0.035996432,2.205685619,13.99860843,10.65428549,146.1496616,0
125.4765625,48.65294262,0.039572371,0.119805339,3.127090301,17.03450861,7.521032115,70.75118553,0
140.171875,49.38182063,0.161292042,-0.381705854,2.427257525,14.41688993,8.883862985,106.4986869,0
103.109375,47.52963457,0.446696951,0.321296594,5.109531773,29.07634184,6.107364648,38.22991007,0
85.0234375,43.15351681,0.616481554,1.396173727,2.663879599,18.78372952,8.831541456,87.62353551,0
128.484375,46.73010679,0.108655596,-0.096865892,1.899665552,14.0806314,11.02637626,150.6587686,0
14.1484375,35.02768767,4.999419405,26.678071,168.8712375,70.90820395,-0.588690802,-0.977318435,1
61.7265625,50.89430144,2.167074934,4.613956303,7.137123746,32.5333314,5.202977927,27.79875759,1
104.953125,39.54602923,0.481232369,0.62361642,1.109531773,13.26721294,13.57975917,201.0866207,0
85.9296875,35.63490731,0.744136803,2.957688353,1.846153846,14.99558721,10.9028576,142.0082635,0
134.03125,49.86183058,-0.233734374,0.06013699,1.527591973,14.55918866,12.20262086,175.9017972,0
117.25,50.60678685,-0.050451357,-0.362499174,2.685618729,16.10271671,8.396831436,87.4720477,0
109.03125,46.87798949,0.388121668,0.147759077,6.060200669,29.30247723,5.34172439,29.74626962,0
93.3984375,34.87081961,0.655722286,2.870797141,3.25083612,17.58221845,7.687244233,73.16010369,0
115.6953125,50.06754166,0.324988541,0.083723549,1.349498328,10.7185766,15.16117578,300.671914,0
104.8671875,51.55903338,0.427602796,0.117123877,1.841973244,18.50994339,10.76692284,120.858204,0
135.5703125,39.39913617,0.103570182,1.557433505,8.164715719,30.05138508,4.023830074,16.98888422,0
55.4609375,33.90840197,2.590021483,10.46368843,21.26839465,55.18975207,2.694901588,6.32777355,1
125.0078125,43.41253709,0.509645294,0.497550294,2.081103679,12.82031509,10.41412452,152.2723922,0
92.640625,50.34284557,0.76950012,0.535296512,4.836956522,23.26302287,6.406386556,49.15915543,0
135.4140625,58.36048098,-0.004878275,-0.950799554,19.1638796,42.64283375,2.494001115,6.330259945,0
99.203125,45.92306055,0.143491698,0.156747088,2.061036789,13.4957117,10.50731496,143.6734132,0
100.84375,39.82607451,0.56667373,1.285469672,2.009197324,16.32751384,10.46974575,124.5292804,0
105.8046875,49.89849988,0.303646676,0.018707007,3.024247492,16.97948538,7.409386357,68.29796296,0
131.421875,46.59761417,0.126968602,0.382735023,2.409698997,13.59166967,9.512907004,126.5062718,0
100.4296875,46.22764385,0.39797487,0.164391323,2.605351171,17.64660819,9.210403985,99.39401087,0
138.171875,41.69440711,-0.071785887,0.438525884,2.62458194,15.04598407,8.752430408,101.1372531,0
112.6015625,43.07140507,0.188716172,0.46137575,2.287625418,14.59374771,9.34508143,112.489229,0
107.2421875,44.95670593,0.089899002,0.581952446,1.265050167,13.97988818,14.51931804,234.1070161,0
135.125,44.47664415,0.048471094,0.216359417,3.773411371,19.10877144,6.898649754,57.5820679,0
127.8828125,49.34043428,-0.085335411,-0.198335776,1.836120401,14.01635093,11.13113041,151.0984701,0
88.359375,35.48277187,0.774831802,2.642144215,2.20735786,14.88923921,9.365546572,109.57698,0
99.3203125,42.36300228,0.650447548,0.661009395,2.12541806,14.52017358,9.867825245,121.7461577,0
124.546875,51.02019505,-0.029268826,-0.23415802,2.429765886,14.44691298,8.886038081,105.5413273,0
111.5703125,54.35267984,0.33606705,-0.347874565,1.483277592,11.7723908,12.49150564,210.0526005,0
98.3828125,45.34711972,0.40531548,0.366485922,0.555183946,9.568069715,20.75057386,479.8905497,0
116.3046875,60.4578312,0.178434772,-0.681042663,0.85367893,10.00214834,17.47130861,379.9233012,0
108.9609375,44.25836827,0.286373975,0.167502155,2.75083612,20.21166732,7.97220246,66.71066854,0
128.0234375,44.11445781,0.17049644,-0.067414113,2.33277592,13.69860584,9.603359131,126.4645464,0
22.3125,30.5112044,6.01951561,40.22278046,66.96070234,69.38765343,0.969790159,0.087332541,1
97.609375,46.05774812,0.501584212,0.848280099,2.852842809,22.05007414,8.385009184,72.89339502,0
127.1484375,49.47649218,0.055535635,-0.433529403,2.49916388,15.72014342,8.987379106,101.1318089,0
38.828125,57.51672439,2.195583345,3.673929465,79.75585284,71.3531698,0.850185387,-0.437195641,1
85.5703125,46.92092477,0.468284105,0.302908359,7.025083612,30.87171709,4.633721164,21.47278922,0
146.3515625,60.23658951,-0.204958128,-1.232924426,43.26337793,78.79283639,1.772345089,1.59526936,0
131.421875,45.9135753,0.022380106,0.14739415,6.35367893,30.42059396,5.119588229,26.70926417,0
143.921875,51.06515589,-0.021782082,-0.110498252,8.905518395,38.2718703,4.535310056,20.03067206,0
115.1640625,61.87661328,0.15500145,-0.821791362,122.1538462,104.02012,-0.249913758,-1.826926804,0
122.6875,50.73702882,0.127382211,-0.525287404,8.60451505,40.74660599,4.797215788,21.94600053,0
124.078125,61.2332387,0.014857459,-1.048926711,9.736622074,43.38250611,4.368942947,17.61915395,0
138.4375,52.00176529,-0.097234384,-0.228384825,2.045150502,15.63969207,10.510394,129.6759002,0
135.6015625,42.74457931,0.222442348,0.810337644,1.540133779,12.63803629,11.96553139,180.7003611,0
124.234375,45.03132319,-0.023077073,-0.070098127,1.918896321,16.68078052,10.35903634,120.0533183,0
65.9375,35.33981245,2.772094829,11.64852444,15.68478261,43.57830536,3.507107423,12.85577905,1
94.0390625,34.6523814,0.519307889,2.54951087,2.345317726,14.56625917,9.16440134,108.8541659,0
107.265625,48.96865777,0.29175691,0.01758409,2.825250836,16.61602758,8.900606169,99.38825675,0
104.15625,49.65748897,0.189059464,-0.179743979,5.81270903,31.6877012,5.760203905,33.68003241,0
111.9453125,50.99560468,0.302000896,-0.076618379,2.070234114,13.88287426,10.59939739,141.8573204,0
130.28125,45.27087528,0.095718053,0.605471326,6.77173913,33.76245818,5.258854963,27.48059141,0
91.46875,34.2397196,0.833571919,3.244322223,4.45819398,23.68100628,6.185645856,41.57104809,0
119.7421875,40.322188,0.243337518,0.398782656,2.214882943,15.00935536,10.21059611,127.111142,0
62.765625,33.11685852,2.869593016,13.65133857,10.98913043,43.42229498,4.03619268,15.33900629,1
73.4296875,35.64510038,1.891876111,8.195140975,5.614548495,31.35826139,6.01544618,36.39483966,1
43.9453125,30.20666022,5.186652969,33.78045606,35.83277592,59.02865182,1.636345601,1.87668367,1
131.203125,48.43751764,-0.196461092,-0.221117872,12.47073579,42.77247865,3.326596303,9.736280262,0
99.5390625,42.13054532,0.373923285,0.641911948,2.376254181,17.21749241,9.193148442,97.91270227,0
100.328125,46.43528921,0.207808666,0.530586133,2.723244147,15.16843542,8.329540858,94.81930273,0
129.828125,51.82197733,0.256699182,-0.168991588,2.610367893,19.14118534,8.500974834,80.3212291,0
144.3203125,44.93796655,-0.155735758,0.058650053,3.122073579,24.10481185,8.049834411,65.08793777,0
117.375,46.45781016,0.22431432,0.251194528,1.154682274,10.12490488,16.10765448,348.1374308,0
111.5625,39.06159999,0.428737384,1.163120015,5.268394649,28.7694219,6.087362493,38.17750043,0
116.015625,46.59834767,0.188559117,-0.017700145,1.60451505,11.14835859,13.05188289,242.1007331,0
128.4609375,44.40789315,-0.035675849,-0.169525859,4.656354515,22.13461706,6.323110219,46.65180069,0
105.546875,38.65145926,0.446698255,1.341225788,1.372909699,14.13828273,11.77994387,155.1057232,0
109.0234375,46.91555993,0.236193811,0.037597099,25.97408027,59.69249655,2.070202719,2.728527151,0
82.6953125,41.06959767,1.785558422,5.343621096,10.42307692,39.22450521,4.292418507,18.91628759,1
76.203125,34.00238029,2.728196286,11.58263469,9.819397993,37.3220078,4.36065288,19.96643129,1
107.9375,41.44626604,0.436640053,0.484988692,0.857859532,11.74854421,16.76482591,307.0368937,0
137.15625,41.65341326,0.027555389,0.621853505,1.571906355,14.6003853,12.00042626,158.9174169,0
19.5234375,31.11821333,5.677385339,34.21866053,76.1722408,70.16131984,0.721065608,-0.379067424,1
113.15625,51.32896927,0.154290148,-0.483234636,2.696488294,21.38281484,8.673379453,77.88043916,0
116.40625,51.48883943,0.176371823,-0.301876843,4.712374582,24.19816214,6.86477949,52.68625136,0
119.3828125,47.98113579,0.133798541,0.113315253,6.41722408,29.76758924,5.266317669,28.29980424,0
129.9921875,50.47717555,-0.016625518,-0.168214416,2.989966555,22.7118028,8.731262362,79.9608801,0
118.34375,45.72035199,0.283036963,0.158966205,2.247491639,13.69839793,9.295207775,120.4940601,0
34.5859375,63.09486005,2.41619629,4.195093798,185.4297659,77.81271519,-1.091115646,-0.437615964,0
104.0078125,49.26831767,0.095369523,-0.10207481,2.735785953,17.95545651,8.852379633,90.25226906,0
15.4140625,43.69345048,4.383482162,18.59713382,134.4540134,73.19321152,-0.132138131,-1.187904822,1
132.2109375,52.47866417,-0.078045174,-0.269384505,5.02006689,25.91114735,6.274810785,42.72810343,0
20.90625,31.26585535,5.468975702,33.11219187,66.14130435,72.69047818,0.956281866,-0.030934891,1
124.34375,46.6076438,0.021236557,0.018851632,1.66722408,15.18359095,10.96218973,136.3829199,0
135.5703125,53.99662657,-0.048787999,-0.223029277,3.719063545,21.10111834,6.506413288,46.86548658,0
128.765625,51.05304906,-0.02666142,-0.326624483,1.010033445,12.37032671,14.65150419,240.2846517,0
107.9375,42.07782039,0.194893914,0.488098838,2.232441472,13.2443394,9.440432357,129.417518,0
119.5234375,50.39267135,-0.038993386,0.127895585,4.488294314,24.89779839,6.514114539,45.46688969,0
72.1875,44.78642896,1.304482718,1.868594118,51.72408027,77.90452172,1.173436443,-0.14022268,1
126.59375,45.36422694,0.024258296,-0.07985759,7.795986622,32.5024082,4.526475903,20.55551215,0
120.015625,52.42166542,0.117768782,-0.264111355,1.383779264,11.77992331,13.29634839,226.1338323,0
149.515625,50.47585815,-0.261051455,-0.265201862,3.071906355,18.45997696,8.104915567,78.76095762,0
39.6796875,27.81156841,4.935367337,31.86928134,42.76086957,69.85515119,1.661062281,1.636328792,1
122.7734375,54.68020878,0.168552534,-0.515920685,6.024247492,33.37774448,5.803338769,33.28325955,0
94.7421875,47.37108264,0.605039007,0.471969161,1.54180602,13.24148334,12.63557336,190.5530231,0
91.7109375,41.44332582,0.632738177,1.094604845,11.98494983,42.79030038,3.548825995,11.33852664,0
64.4765625,47.96091587,2.43251329,6.268466638,55.11705686,78.71689256,1.095747702,-0.249699465,1
29.7890625,37.36029233,3.932096788,17.34634883,89.82859532,65.49455454,0.298354635,-0.207862166,1
103.8046875,44.33714205,0.533457267,0.506459551,3.806856187,22.3772083,6.509253697,45.60707377,0
139.28125,50.34054925,-0.146583746,-0.116444965,1.684782609,15.76081046,11.09935695,135.2187617,0
109.921875,39.79176449,0.261571176,1.002609883,1.865384615,16.78213054,10.57252882,121.7519525,0
88.40625,34.47676697,0.779522103,3.282550911,0.727424749,10.04101707,18.45137403,399.1960265,0
130.8359375,43.07565607,-0.117666071,0.790998525,4.059364548,19.89934507,5.897578555,42.55889703,0
132.09375,50.30973401,0.07466453,-0.287451605,3.933110368,24.15139417,6.93375924,50.93970141,0
20.40625,27.5401518,6.625817145,47.84019835,29.76337793,55.51502581,2.237916195,4.720125169,1
116.3828125,50.74031944,0.378824585,0.190663104,3.323578595,21.34232404,7.701275836,64.49186776,0
25.8828125,38.00670605,4.513053034,21.45892946,85.52508361,59.23094254,0.778190103,0.460438719,1
130.46875,53.91963602,0.007505103,-0.255226417,2.265886288,18.35203524,9.411069115,96.9138356,0
29.84375,28.884316,5.032562543,32.10654285,31.590301,59.16753358,2.168063783,4.049629529,1
41.4296875,39.31934233,3.575827914,14.15120985,34.71237458,60.90250074,1.695998119,1.877171635,1
96.2890625,45.29437609,0.543552627,0.598576705,1.880434783,14.18829132,11.16338851,152.6149564,0
51.2734375,42.97450459,3.215722409,10.63992183,54.6229097,72.11001056,1.178471312,0.21159958,1
100.6640625,50.37302684,0.174166827,-0.047649216,2.872073579,16.61202538,8.49188416,87.53202183,0
131.6171875,55.19583333,-0.031703277,-0.56105673,3.951505017,25.91556245,7.141066172,52.58780794,0
149.9765625,47.93460142,-0.273899349,0.033796562,2.974916388,15.51957571,7.751355155,81.66283647,0
112.140625,48.7645386,0.152890882,0.14875017,1.839464883,12.22343469,11.76650899,188.2670504,0
111.5,45.4524133,0.145641461,0.257326879,1.862876254,18.0676338,11.44157535,139.9952121,0
86.3359375,45.66561161,1.054746924,2.00513662,2.775919732,20.81323115,8.768878274,83.01280871,0
104.2109375,58.04384823,0.854737076,-0.257755297,144.3812709,47.36125786,-0.157822749,-0.798209332,0
150.484375,52.85282992,-0.307301946,-0.304182922,89.55602007,97.68279857,0.325147448,-1.711038394,0
64.2109375,29.44503681,2.563082588,13.72383566,4.237458194,27.70059949,6.855086962,47.10322919,0
114.5859375,42.58879095,0.49139498,0.131177705,2.066889632,14.29715249,10.07262292,126.926796,0
107.2890625,56.87515829,0.58374247,-0.063270871,20.28428094,58.3505247,2.769052204,6.156350178,1
112.5,53.69212,0.241118596,-0.285296352,1.775083612,12.98630928,11.50317838,167.8916041,0
115.046875,50.60213363,0.407638851,0.035456711,2.634615385,22.07109459,8.912690898,81.27139631,0
116.9921875,46.45923887,0.257024674,0.742504482,4.133779264,24.48090846,6.762621958,48.97614397,0
101.1796875,47.44922181,0.642791411,0.871647087,0.471571906,9.714315258,21.85926848,501.6352286,0
109.203125,47.37011178,0.287428049,0.017077557,2.158026756,17.97701833,10.17193376,114.8670272,0
106.7890625,46.24436661,0.346166084,0.454188457,1.692307692,16.40847651,11.56575396,144.5135955,0
33.203125,41.88215599,3.751521906,14.37265825,108.5802676,79.64975218,0.026774705,-1.129047672,1
120.4765625,49.26474475,0.219906498,-0.056021639,3.41722408,19.49725144,7.619867947,67.80819753,0
126.65625,50.43721925,0.00784062,-0.403674321,2.201505017,14.91863208,9.637777721,115.0719683,0
125.9921875,51.63218717,0.066295975,-0.366356596,1.630434783,14.54179342,11.6889613,157.0730343,0
110.2578125,56.33455396,0.28045375,-0.260234775,2.142140468,13.44081029,10.70297268,149.8481805,0
102.2890625,45.75907566,0.231697754,0.227156434,2.27006689,14.34301971,9.500368299,117.0577236,0
98.0703125,50.2747426,0.54293304,0.15306253,3.090301003,21.26961514,7.563348813,60.53945742,0
93.5234375,50.48746206,0.684365521,0.477409539,41.87625418,62.85511613,0.995030436,-0.647785039,0
98.7578125,40.76068612,0.397650083,1.200716497,2.659698997,19.1194209,8.221835423,73.31967051,0
86.8046875,35.85279334,0.67305365,2.654486162,2.06270903,16.99577699,10.37643166,120.2452856,0
101.1953125,39.81854518,0.532997909,1.07805749,3.551839465,23.30684129,7.354593215,56.89583995,0
118.125,43.27058759,0.075028357,0.745526335,3.924749164,26.71291114,7.308792012,54.82392706,0
127.46875,48.95006025,-0.18978115,0.122562328,1.709866221,17.11099716,11.22969212,132.2196044,0
111,47.96238761,0.609293875,0.524172681,1.321906355,12.65925528,13.76099288,226.5342174,0
105.6796875,35.16499804,0.400312895,1.918578694,1.841137124,13.39600774,10.69135333,145.585032,0
102.515625,39.35395953,0.648674765,1.265285346,3.97909699,24.72106053,6.804787828,48.71186819,0
110.2890625,48.79103279,0.207246515,-0.188130235,1.130434783,12.89265081,14.04214862,223.5576777,0
112.2421875,44.20491101,0.285738723,0.438643661,1.668896321,15.04282857,10.69279195,129.8807163,0
94.5390625,35.88477705,0.711294222,2.525763186,2.732441472,17.48798874,8.08259345,76.25389166,0
125.0234375,52.89264848,0.097919654,-0.39370549,1.794314381,13.77808477,10.83615606,145.3872006,0
131.1640625,51.52711321,0.129609329,-0.098120547,4.31187291,22.60258427,7.029732624,56.94671573,0
122.0234375,46.50343819,0.519942751,0.319810057,3.168896321,18.89342321,8.080824341,77.02395931,0
106.53125,49.52460523,0.257787404,-0.02209817,1.411371237,11.87137043,13.06334119,218.1064317,0
106.6484375,47.23174082,0.536706194,0.040305944,2.739130435,16.32346037,8.308831282,85.86835407,0
121.3359375,55.08066206,0.15563401,-0.311308822,2.111204013,13.28923829,10.57855511,149.3409677,0
129.015625,51.37864713,0.032587942,-0.392876675,4.066889632,26.39145513,6.999928543,50.39841165,0
120.1171875,44.5921835,0.016727947,0.45890068,3.296822742,19.8608375,8.357609077,80.02455711,0
103.5078125,44.17330856,0.333923064,0.486339752,1.956521739,13.06850164,10.41670501,146.118954,0
129.40625,50.62445023,-0.082171352,-0.26030591,8.175585284,34.01014416,4.21216424,16.92342947,0
121.2421875,44.64490909,0.095653324,0.429942991,1.402173913,10.25517058,15.04064433,323.4732024,0
144.8125,58.09068207,-0.252263228,-0.611680601,7.154682274,32.06726813,5.027761763,25.93364371,0
122.6796875,50.10659475,-0.092761106,-0.223850373,28.69397993,55.71631439,1.78177496,1.98616619,0
90.7109375,48.88317584,0.672328266,0.614292982,1.158862876,14.1003871,13.74256203,201.0939623,0
117.9453125,43.92719627,0.074768541,0.378244993,2.090301003,13.16172391,10.23880715,144.0471467,0
142.15625,49.17784014,-0.016872981,-0.041110494,0.372909699,7.663910248,30.99291931,1017.403028,0
